====================================================================================
[Phase 3] 2갈래 CNN — 세밀 10초@60Hz + 광역 60초@2Hz, 타깃 끝-1초
====================================================================================
평가: 홀드아웃 8,000창 (뒤 20%) | sha 5c9ca51724095aaf | 타깃 3239/3600
  ** 동작 중 휴지 지문 (session) oven: |I1| 7.21 -> 67.91 mA, 전력 14.57W **
  ** 14.49 sig 기준전압을 기기별 적합값으로 (1.00할): air_=227.7V beam=228.7V elec=227.7V fan=228.8V hair=227.3V hotp=214.4V lapt=229.0V mini=218.7V oven=210.4V **
  ** 상태별 지문 (13.11): 18개 상태를 따로 맞췄다 **
       air_conditioner    s1  와트당|I1| 7.966 mA/W   h2/h1 0.0143   h3/h1 0.5573
       air_conditioner    s2  와트당|I1| 4.395 mA/W   h2/h1 0.0013   h3/h1 0.5825
       air_conditioner    s3  와트당|I1| 4.547 mA/W   h2/h1 0.0010   h3/h1 0.6009
       air_conditioner    s4  와트당|I1| 4.632 mA/W   h2/h1 0.0010   h3/h1 0.5818
       beam_projector     s1  와트당|I1| 6.651 mA/W   h2/h1 0.0072   h3/h1 0.7624
       beam_projector     s2  와트당|I1| 4.466 mA/W   h2/h1 0.0048   h3/h1 0.9316
       electiric_kettle   s1  와트당|I1| 4.387 mA/W   h2/h1 0.0003   h3/h1 0.0326
       fan                s1  와트당|I1| 5.044 mA/W   h2/h1 0.0020   h3/h1 0.1139
       fan                s2  와트당|I1| 4.656 mA/W   h2/h1 0.0018   h3/h1 0.0786
       fan                s3  와트당|I1| 4.350 mA/W   h2/h1 0.0017   h3/h1 0.0340
       hair_dryer         s1  와트당|I1| 4.395 mA/W   h2/h1 0.4326   h3/h1 0.0271
       hair_dryer         s2  와트당|I1| 4.407 mA/W   h2/h1 0.0002   h3/h1 0.0275
       hotplate           s2  와트당|I1| 4.669 mA/W   h2/h1 0.0005   h3/h1 0.0053
       laptop_charger     s1  와트당|I1| 4.408 mA/W   h2/h1 0.0061   h3/h1 0.9756
       laptop_charger     s2  와트당|I1| 4.434 mA/W   h2/h1 0.0024   h3/h1 0.9480
       minipc             s1  와트당|I1| 5.083 mA/W   h2/h1 0.0080   h3/h1 0.9148
       minipc             s2  와트당|I1| 4.744 mA/W   h2/h1 0.0038   h3/h1 0.9186
       oven               s2  와트당|I1| 4.749 mA/W   h2/h1 0.0019   h3/h1 0.0051
모델 0.73M 파라미터 | 배치 512 | 300 epoch x 50,000창 = 29,100 step | 장치 cuda
harm_vnorm 지수: air_=+0 beam=+0 elec=-1 fan=+0 hair=-1 hotp=-1 lapt=+0 mini=+0 oven=-1   (--harm-vnorm-classes 'RESISTIVE')
손실 가중치: power 1.0 / state .3 / on .3 / plugged .1 / standby .1 / harm 0.1 / cons 0.0 / over 0.0
학습 데이터: 캐시 cache/train60_v32 — 독립 창 300,000개 (12.0GB) | epoch 당 50,000창 -> 전체 50.0회 재사용
  ** 캐시 배치를 워커 4개로 미리 뽑는다 (13.47) — 색인 열은 옛 경로와 동일 **
  ep  1  loss 0.7040 (pw 0.0342 harm 1.8751 z 0.1519)  [9s, 5,697 win/s]
  ep  2  loss 0.4442 (pw 0.0209 harm 1.0369 z 0.1028)  [6s, 8,559 win/s]
  ep  3  loss 0.3894 (pw 0.0177 harm 0.9683 z 0.0896)  [6s, 8,598 win/s]
  ep  4  loss 0.3552 (pw 0.0147 harm 0.9367 z 0.0836)  [6s, 8,586 win/s]
  ep  5  loss 0.3290 (pw 0.0130 harm 0.9263 z 0.0786)  [6s, 8,573 win/s]
  ep  6  loss 0.3121 (pw 0.0119 harm 0.9117 z 0.0774)  [6s, 8,515 win/s]
  ep  7  loss 0.2992 (pw 0.0108 harm 0.9075 z 0.0741)  [6s, 8,528 win/s]
  ep  8  loss 0.2902 (pw 0.0103 harm 0.8994 z 0.0715)  [6s, 8,501 win/s]
  ep  9  loss 0.2787 (pw 0.0098 harm 0.8787 z 0.0693)  [6s, 8,473 win/s]
  ep 10  loss 0.2736 (pw 0.0096 harm 0.8779 z 0.0661)  |  MAE 16.274W  F1 0.8458  저항3종 0.987  잔차 49.9W  [6s 학습 / 0s 평가, 8,464 win/s]
  ep 11  loss 0.2640 (pw 0.0093 harm 0.8632 z 0.0666)  [6s, 8,449 win/s]
  ep 12  loss 0.2594 (pw 0.0089 harm 0.8558 z 0.0636)  [6s, 8,438 win/s]
  ep 13  loss 0.2556 (pw 0.0086 harm 0.8561 z 0.0615)  [6s, 8,420 win/s]
  ep 14  loss 0.2493 (pw 0.0083 harm 0.8387 z 0.0604)  [6s, 8,396 win/s]
  ep 15  loss 0.2474 (pw 0.0081 harm 0.8425 z 0.0598)  [6s, 8,393 win/s]
  ep 16  loss 0.2448 (pw 0.0080 harm 0.8461 z 0.0611)  [6s, 8,380 win/s]
  ep 17  loss 0.2425 (pw 0.0079 harm 0.8337 z 0.0588)  [6s, 8,374 win/s]
