====================================================================================
[Phase 3] 2갈래 CNN — 세밀 10초@60Hz + 광역 60초@2Hz, 타깃 끝-1초
====================================================================================
평가: 홀드아웃 8,000창 (뒤 20%) | sha 5c9ca51724095aaf | 타깃 3239/3600
  ** 동작 중 휴지 지문 (session) oven: |I1| 7.21 -> 67.91 mA, 전력 14.57W **
  ** 14.49 sig 기준전압을 기기별 적합값으로 (1.00할): air_=227.7V beam=228.7V elec=227.7V fan=228.8V hair=227.3V hotp=214.4V lapt=229.0V mini=218.7V oven=210.4V **
  ** 상태별 지문 (13.11): 18개 상태를 따로 맞췄다 **
       air_conditioner    s1  와트당|I1| 7.966 mA/W   h2/h1 0.0143   h3/h1 0.5573
       air_conditioner    s2  와트당|I1| 4.395 mA/W   h2/h1 0.0013   h3/h1 0.5825
       air_conditioner    s3  와트당|I1| 4.547 mA/W   h2/h1 0.0010   h3/h1 0.6009
       air_conditioner    s4  와트당|I1| 4.632 mA/W   h2/h1 0.0010   h3/h1 0.5818
       beam_projector     s1  와트당|I1| 6.651 mA/W   h2/h1 0.0072   h3/h1 0.7624
       beam_projector     s2  와트당|I1| 4.466 mA/W   h2/h1 0.0048   h3/h1 0.9316
       electiric_kettle   s1  와트당|I1| 4.387 mA/W   h2/h1 0.0003   h3/h1 0.0326
       fan                s1  와트당|I1| 5.044 mA/W   h2/h1 0.0020   h3/h1 0.1139
       fan                s2  와트당|I1| 4.656 mA/W   h2/h1 0.0018   h3/h1 0.0786
       fan                s3  와트당|I1| 4.350 mA/W   h2/h1 0.0017   h3/h1 0.0340
       hair_dryer         s1  와트당|I1| 4.395 mA/W   h2/h1 0.4326   h3/h1 0.0271
       hair_dryer         s2  와트당|I1| 4.407 mA/W   h2/h1 0.0002   h3/h1 0.0275
       hotplate           s2  와트당|I1| 4.669 mA/W   h2/h1 0.0005   h3/h1 0.0053
       laptop_charger     s1  와트당|I1| 4.408 mA/W   h2/h1 0.0061   h3/h1 0.9756
       laptop_charger     s2  와트당|I1| 4.434 mA/W   h2/h1 0.0024   h3/h1 0.9480
       minipc             s1  와트당|I1| 5.083 mA/W   h2/h1 0.0080   h3/h1 0.9148
       minipc             s2  와트당|I1| 4.744 mA/W   h2/h1 0.0038   h3/h1 0.9186
       oven               s2  와트당|I1| 4.749 mA/W   h2/h1 0.0019   h3/h1 0.0051
모델 0.72M 파라미터 | 배치 512 | 300 epoch x 50,000창 = 29,100 step | 장치 cuda
harm_vnorm 지수: air_=+0 beam=+0 elec=-1 fan=+0 hair=-1 hotp=-1 lapt=+0 mini=+0 oven=-1   (--harm-vnorm-classes 'RESISTIVE')
손실 가중치: power 1.0 / state .3 / on .3 / plugged .1 / standby .1 / harm 0.1 / cons 0.0 / over 0.0
학습 데이터: 캐시 cache/train60_v32 — 독립 창 300,000개 (12.0GB) | epoch 당 50,000창 -> 전체 50.0회 재사용
  ** 캐시 배치를 워커 4개로 미리 뽑는다 (13.47) — 색인 열은 옛 경로와 동일 **
  ep  1  loss 0.7109 (pw 0.0348 harm 1.8999 z 0.1529)  [8s, 6,556 win/s]
  ep  2  loss 0.4482 (pw 0.0210 harm 1.0401 z 0.1047)  [5s, 9,110 win/s]
  ep  3  loss 0.3946 (pw 0.0180 harm 0.9596 z 0.0889)  [6s, 8,910 win/s]
  ep  4  loss 0.3602 (pw 0.0157 harm 0.9467 z 0.0821)  [6s, 9,086 win/s]
  ep  5  loss 0.3367 (pw 0.0135 harm 0.9381 z 0.0797)  [5s, 9,451 win/s]
  ep  6  loss 0.3169 (pw 0.0125 harm 0.9144 z 0.0737)  [5s, 9,667 win/s]
  ep  7  loss 0.3055 (pw 0.0114 harm 0.9142 z 0.0737)  [5s, 9,941 win/s]
  ep  8  loss 0.2963 (pw 0.0108 harm 0.9091 z 0.0703)  [5s, 9,317 win/s]
  ep  9  loss 0.2869 (pw 0.0105 harm 0.8977 z 0.0709)  [5s, 9,339 win/s]
  ep 10  loss 0.2813 (pw 0.0098 harm 0.8964 z 0.0730)  |  MAE 15.761W  F1 0.8419  저항3종 0.988  잔차 48.7W  [5s 학습 / 1s 평가, 9,695 win/s]
  ep 11  loss 0.2748 (pw 0.0096 harm 0.8902 z 0.0665)  [5s, 10,236 win/s]
  ep 12  loss 0.2708 (pw 0.0094 harm 0.8797 z 0.0637)  [5s, 9,425 win/s]
  ep 13  loss 0.2629 (pw 0.0090 harm 0.8659 z 0.0643)  [5s, 9,722 win/s]
  ep 14  loss 0.2604 (pw 0.0090 harm 0.8565 z 0.0659)  [5s, 9,323 win/s]
  ep 15  loss 0.2541 (pw 0.0088 harm 0.8486 z 0.0618)  [5s, 9,747 win/s]
  ep 16  loss 0.2525 (pw 0.0088 harm 0.8497 z 0.0601)  [5s, 9,321 win/s]
  ep 17  loss 0.2497 (pw 0.0085 harm 0.8520 z 0.0591)  [5s, 9,508 win/s]
