====================================================================================
[Phase 3] 2갈래 CNN — 세밀 10초@60Hz + 광역 60초@2Hz, 타깃 끝-1초
====================================================================================
평가: 홀드아웃 8,000창 (뒤 20%) | sha 5c9ca51724095aaf | 타깃 3239/3600
  ** 동작 중 휴지 지문 (session) oven: |I1| 7.21 -> 67.91 mA, 전력 14.57W **
  ** 상태별 지문 (13.11): 18개 상태를 따로 맞췄다 **
       air_conditioner    s1  와트당|I1| 7.966 mA/W   h2/h1 0.0143   h3/h1 0.5573
       air_conditioner    s2  와트당|I1| 4.395 mA/W   h2/h1 0.0013   h3/h1 0.5825
       air_conditioner    s3  와트당|I1| 4.547 mA/W   h2/h1 0.0010   h3/h1 0.6009
       air_conditioner    s4  와트당|I1| 4.632 mA/W   h2/h1 0.0010   h3/h1 0.5818
       beam_projector     s1  와트당|I1| 6.651 mA/W   h2/h1 0.0072   h3/h1 0.7624
       beam_projector     s2  와트당|I1| 4.466 mA/W   h2/h1 0.0048   h3/h1 0.9316
       electiric_kettle   s1  와트당|I1| 4.387 mA/W   h2/h1 0.0003   h3/h1 0.0326
       fan                s1  와트당|I1| 5.044 mA/W   h2/h1 0.0020   h3/h1 0.1139
       fan                s2  와트당|I1| 4.656 mA/W   h2/h1 0.0018   h3/h1 0.0786
       fan                s3  와트당|I1| 4.350 mA/W   h2/h1 0.0017   h3/h1 0.0340
       hair_dryer         s1  와트당|I1| 4.395 mA/W   h2/h1 0.4326   h3/h1 0.0271
       hair_dryer         s2  와트당|I1| 4.407 mA/W   h2/h1 0.0002   h3/h1 0.0275
       hotplate           s2  와트당|I1| 4.669 mA/W   h2/h1 0.0005   h3/h1 0.0053
       laptop_charger     s1  와트당|I1| 4.408 mA/W   h2/h1 0.0061   h3/h1 0.9756
       laptop_charger     s2  와트당|I1| 4.434 mA/W   h2/h1 0.0024   h3/h1 0.9480
       minipc             s1  와트당|I1| 5.083 mA/W   h2/h1 0.0080   h3/h1 0.9148
       minipc             s2  와트당|I1| 4.744 mA/W   h2/h1 0.0038   h3/h1 0.9186
       oven               s2  와트당|I1| 4.749 mA/W   h2/h1 0.0019   h3/h1 0.0051
모델 0.63M 파라미터 | 배치 512 | 300 epoch x 50,000창 = 29,100 step | 장치 cuda
손실 가중치: power 1.0 / state .3 / on .3 / plugged .1 / standby .1 / harm 0.1 / cons 0.0 / over 0.0
학습 데이터: 캐시 cache/train60_v32 — 독립 창 300,000개 (12.0GB) | epoch 당 50,000창 -> 전체 50.0회 재사용
  ** 캐시 배치를 워커 4개로 미리 뽑는다 (13.47) — 색인 열은 옛 경로와 동일 **
  ep  1  loss 0.7298 (pw 0.0338 harm 2.1141 z 0.1530)  [6s, 8,578 win/s]
  ep  2  loss 0.4530 (pw 0.0208 harm 1.0577 z 0.1057)  [4s, 12,196 win/s]
  ep  3  loss 0.4005 (pw 0.0176 harm 0.9667 z 0.0887)  [4s, 12,142 win/s]
  ep  4  loss 0.3671 (pw 0.0159 harm 0.9296 z 0.0844)  [4s, 12,142 win/s]
  ep  5  loss 0.3409 (pw 0.0140 harm 0.9122 z 0.0787)  [4s, 12,159 win/s]
  ep  6  loss 0.3213 (pw 0.0129 harm 0.8949 z 0.0739)  [4s, 12,175 win/s]
  ep  7  loss 0.3075 (pw 0.0117 harm 0.8855 z 0.0705)  [4s, 12,201 win/s]
  ep  8  loss 0.2985 (pw 0.0111 harm 0.8806 z 0.0681)  [4s, 12,177 win/s]
  ep  9  loss 0.2898 (pw 0.0106 harm 0.8726 z 0.0661)  [4s, 12,180 win/s]
  ep 10  loss 0.2834 (pw 0.0104 harm 0.8651 z 0.0672)  |  MAE 16.514W  F1 0.8510  저항3종 0.985  잔차 50.6W  [4s 학습 / 0s 평가, 12,202 win/s]
  ep 11  loss 0.2761 (pw 0.0098 harm 0.8627 z 0.0668)  [4s, 12,178 win/s]
  ep 12  loss 0.2701 (pw 0.0097 harm 0.8603 z 0.0632)  [4s, 12,149 win/s]
  ep 13  loss 0.2677 (pw 0.0093 harm 0.8583 z 0.0622)  [4s, 12,124 win/s]
  ep 14  loss 0.2618 (pw 0.0091 harm 0.8529 z 0.0605)  [4s, 12,182 win/s]
  ep 15  loss 0.2585 (pw 0.0092 harm 0.8507 z 0.0601)  [4s, 12,132 win/s]
  ep 16  loss 0.2532 (pw 0.0088 harm 0.8449 z 0.0595)  [4s, 12,160 win/s]
  ep 17  loss 0.2525 (pw 0.0088 harm 0.8479 z 0.0595)  [4s, 12,123 win/s]
  ep 18  loss 0.2471 (pw 0.0083 harm 0.8403 z 0.0587)  [4s, 12,140 win/s]
  ep 19  loss 0.2448 (pw 0.0084 harm 0.8419 z 0.0570)  [4s, 12,109 win/s]
  ep 20  loss 0.2439 (pw 0.0083 harm 0.8461 z 0.0570)  |  MAE 12.656W  F1 0.8711  저항3종 0.991  잔차 45.6W  [4s 학습 / 0s 평가, 12,142 win/s]
  ep 21  loss 0.2416 (pw 0.0082 harm 0.8448 z 0.0560)  [4s, 12,113 win/s]
  ep 22  loss 0.2363 (pw 0.0080 harm 0.8333 z 0.0540)  [4s, 12,150 win/s]
  ep 23  loss 0.2355 (pw 0.0081 harm 0.8374 z 0.0542)  [4s, 12,113 win/s]
  ep 24  loss 0.2300 (pw 0.0077 harm 0.8246 z 0.0518)  [4s, 12,106 win/s]
  ep 25  loss 0.2307 (pw 0.0077 harm 0.8348 z 0.0513)  [4s, 12,140 win/s]
  ep 26  loss 0.2285 (pw 0.0074 harm 0.8205 z 0.0545)  [4s, 12,127 win/s]
  ep 27  loss 0.2264 (pw 0.0076 harm 0.8234 z 0.0513)  [4s, 12,083 win/s]
  ep 28  loss 0.2265 (pw 0.0075 harm 0.8297 z 0.0497)  [4s, 12,072 win/s]
  ep 29  loss 0.2239 (pw 0.0072 harm 0.8271 z 0.0507)  [4s, 12,076 win/s]
  ep 30  loss 0.2207 (pw 0.0070 harm 0.8217 z 0.0486)  |  MAE 10.409W  F1 0.8968  저항3종 0.994  잔차 40.4W  [4s 학습 / 0s 평가, 12,087 win/s]
  ep 31  loss 0.2199 (pw 0.0069 harm 0.8196 z 0.0477)  [4s, 12,091 win/s]
  ep 32  loss 0.2173 (pw 0.0068 harm 0.8124 z 0.0488)  [4s, 12,093 win/s]
  ep 33  loss 0.2189 (pw 0.0069 harm 0.8256 z 0.0485)  [4s, 12,067 win/s]
  ep 34  loss 0.2151 (pw 0.0067 harm 0.8083 z 0.0467)  [4s, 12,078 win/s]
  ep 35  loss 0.2134 (pw 0.0067 harm 0.8106 z 0.0472)  [4s, 12,098 win/s]
  ep 36  loss 0.2099 (pw 0.0064 harm 0.8049 z 0.0457)  [4s, 12,083 win/s]
  ep 37  loss 0.2102 (pw 0.0065 harm 0.8088 z 0.0442)  [4s, 12,024 win/s]
  ep 38  loss 0.2078 (pw 0.0063 harm 0.8053 z 0.0470)  [4s, 12,115 win/s]
  ep 39  loss 0.2070 (pw 0.0064 harm 0.8072 z 0.0438)  [4s, 12,102 win/s]
  ep 40  loss 0.2058 (pw 0.0063 harm 0.7992 z 0.0441)  |  MAE 9.914W  F1 0.8970  저항3종 0.992  잔차 38.1W  [4s 학습 / 0s 평가, 12,035 win/s]
  ep 41  loss 0.2051 (pw 0.0063 harm 0.8024 z 0.0445)  [4s, 12,142 win/s]
  ep 42  loss 0.2039 (pw 0.0061 harm 0.8033 z 0.0434)  [4s, 12,062 win/s]
  ep 43  loss 0.2010 (pw 0.0060 harm 0.8012 z 0.0431)  [4s, 12,125 win/s]
  ep 44  loss 0.2015 (pw 0.0060 harm 0.7950 z 0.0441)  [4s, 12,097 win/s]
  ep 45  loss 0.2028 (pw 0.0062 harm 0.8054 z 0.0406)  [4s, 12,030 win/s]
  ep 46  loss 0.1985 (pw 0.0061 harm 0.7950 z 0.0412)  [4s, 12,056 win/s]
  ep 47  loss 0.1971 (pw 0.0060 harm 0.7965 z 0.0405)  [4s, 12,112 win/s]
  ep 48  loss 0.1976 (pw 0.0059 harm 0.7986 z 0.0390)  [4s, 12,055 win/s]
  ep 49  loss 0.1956 (pw 0.0059 harm 0.7917 z 0.0407)  [4s, 12,110 win/s]
  ep 50  loss 0.1938 (pw 0.0058 harm 0.7914 z 0.0391)  |  MAE 8.178W  F1 0.9161  저항3종 0.996  잔차 32.8W  [4s 학습 / 0s 평가, 12,114 win/s]
