====================================================================================
[Phase 3] 2갈래 CNN — 세밀 10초@60Hz + 광역 60초@2Hz, 타깃 끝-1초
====================================================================================
평가: 홀드아웃 8,000창 (뒤 20%) | sha 5c9ca51724095aaf | 타깃 3239/3600
  ** 동작 중 휴지 지문 (session) oven: |I1| 7.21 -> 67.91 mA, 전력 14.57W **
  ** 14.49 sig 기준전압을 기기별 적합값으로 (1.00할): air_=227.7V beam=228.7V elec=227.7V fan=228.8V hair=227.3V hotp=214.4V lapt=229.0V mini=218.7V oven=210.4V **
  ** 상태별 지문 (13.11): 18개 상태를 따로 맞췄다 **
       air_conditioner    s1  와트당|I1| 7.966 mA/W   h2/h1 0.0143   h3/h1 0.5573
       air_conditioner    s2  와트당|I1| 4.395 mA/W   h2/h1 0.0013   h3/h1 0.5825
       air_conditioner    s3  와트당|I1| 4.547 mA/W   h2/h1 0.0010   h3/h1 0.6009
       air_conditioner    s4  와트당|I1| 4.632 mA/W   h2/h1 0.0010   h3/h1 0.5818
       beam_projector     s1  와트당|I1| 6.651 mA/W   h2/h1 0.0072   h3/h1 0.7624
       beam_projector     s2  와트당|I1| 4.466 mA/W   h2/h1 0.0048   h3/h1 0.9316
       electiric_kettle   s1  와트당|I1| 4.387 mA/W   h2/h1 0.0003   h3/h1 0.0326
       fan                s1  와트당|I1| 5.044 mA/W   h2/h1 0.0020   h3/h1 0.1139
       fan                s2  와트당|I1| 4.656 mA/W   h2/h1 0.0018   h3/h1 0.0786
       fan                s3  와트당|I1| 4.350 mA/W   h2/h1 0.0017   h3/h1 0.0340
       hair_dryer         s1  와트당|I1| 4.395 mA/W   h2/h1 0.4326   h3/h1 0.0271
       hair_dryer         s2  와트당|I1| 4.407 mA/W   h2/h1 0.0002   h3/h1 0.0275
       hotplate           s2  와트당|I1| 4.669 mA/W   h2/h1 0.0005   h3/h1 0.0053
       laptop_charger     s1  와트당|I1| 4.408 mA/W   h2/h1 0.0061   h3/h1 0.9756
       laptop_charger     s2  와트당|I1| 4.434 mA/W   h2/h1 0.0024   h3/h1 0.9480
       minipc             s1  와트당|I1| 5.083 mA/W   h2/h1 0.0080   h3/h1 0.9148
       minipc             s2  와트당|I1| 4.744 mA/W   h2/h1 0.0038   h3/h1 0.9186
       oven               s2  와트당|I1| 4.749 mA/W   h2/h1 0.0019   h3/h1 0.0051
모델 0.73M 파라미터 | 배치 512 | 300 epoch x 50,000창 = 29,100 step | 장치 cuda
harm_vnorm 지수: air_=+0 beam=+0 elec=-1 fan=+0 hair=-1 hotp=-1 lapt=+0 mini=+0 oven=-1   (--harm-vnorm-classes 'RESISTIVE')
손실 가중치: power 1.0 / state .3 / on .3 / plugged .1 / standby .1 / harm 0.1 / cons 0.0 / over 0.0
학습 데이터: 캐시 cache/train60_v32 — 독립 창 300,000개 (12.0GB) | epoch 당 50,000창 -> 전체 50.0회 재사용
  ** 캐시 배치를 워커 4개로 미리 뽑는다 (13.47) — 색인 열은 옛 경로와 동일 **
  ep  1  loss 0.7065 (pw 0.0336 harm 1.9463 z 0.1458)  [10s, 5,259 win/s]
  ep  2  loss 0.4412 (pw 0.0201 harm 1.0413 z 0.1020)  [6s, 7,889 win/s]
  ep  3  loss 0.3863 (pw 0.0174 harm 0.9548 z 0.0858)  [7s, 6,921 win/s]
  ep  4  loss 0.3520 (pw 0.0150 harm 0.9456 z 0.0798)  [6s, 7,779 win/s]
  ep  5  loss 0.3280 (pw 0.0128 harm 0.9362 z 0.0770)  [6s, 7,956 win/s]
  ep  6  loss 0.3096 (pw 0.0119 harm 0.9158 z 0.0728)  [7s, 7,394 win/s]
  ep  7  loss 0.2973 (pw 0.0110 harm 0.9100 z 0.0734)  [7s, 7,294 win/s]
  ep  8  loss 0.2866 (pw 0.0103 harm 0.8997 z 0.0723)  [7s, 7,233 win/s]
  ep  9  loss 0.2785 (pw 0.0101 harm 0.8817 z 0.0681)  [7s, 6,997 win/s]
  ep 10  loss 0.2719 (pw 0.0095 harm 0.8757 z 0.0691)  |  MAE 16.042W  F1 0.8547  저항3종 0.989  잔차 47.7W  [7s 학습 / 1s 평가, 6,706 win/s]
  ep 11  loss 0.2632 (pw 0.0094 harm 0.8670 z 0.0649)  [6s, 7,797 win/s]
  ep 12  loss 0.2582 (pw 0.0090 harm 0.8635 z 0.0636)  [7s, 7,508 win/s]
  ep 13  loss 0.2517 (pw 0.0086 harm 0.8582 z 0.0636)  [6s, 7,982 win/s]
  ep 14  loss 0.2485 (pw 0.0085 harm 0.8515 z 0.0638)  [7s, 7,069 win/s]
  ep 15  loss 0.2430 (pw 0.0083 harm 0.8460 z 0.0634)  [7s, 7,438 win/s]
  ep 16  loss 0.2419 (pw 0.0083 harm 0.8505 z 0.0612)  [6s, 7,721 win/s]
  ep 17  loss 0.2388 (pw 0.0079 harm 0.8498 z 0.0636)  [6s, 7,791 win/s]
